title,year,certificate,genre,rating
Dharmajuddha,2022,UA,Drama  Thriller            ,3.5
Undiporaadhey,2019,UA,Romance            ,6.1
Dil Dosti Duniyadaari,2015–,UA,Drama            ,7.8
Gur Naal Ishq Mitha,1997,,Short  Music  Romance            ,7.8
Kauravar,1992,UA,Crime  Drama            ,8.3
Prem Tame,2021,U,Romance            ,7.1
Khushboo,1975,,Drama  Romance            ,3.7
Ichata Vahanumulu Niluparadu,2021,UA,Drama  Mystery  Romance            ,8.2
Salma Pe Dil Aa Gaya,1997,,Drama            ,6.4
Sultanat,1986,,Action  Drama  Romance            ,6.3
Mallu Singh,2012,,Action  Comedy  Drama            ,6.0
Gulaebaghavali,2018,U,Action  Comedy            ,5.8
Intaquam,1969,,Drama  Thriller            ,6.7
Ab Mujhe Raat Din,1999,,Short  Romance            ,5.6
Swami,2007,,Drama            ,6.2
Avan Ivan,2011,UA,Action  Comedy  Drama            ,3.6
Raja Rani,1973,,Family  Romance            ,8.1
Ganika,2019–,18,Drama            ,8.7
Dharamyudh,1988,A,Drama  Mystery  Thriller            ,6.2
Lekar Hum Deewana Dil,2014,,Comedy  Romance            ,4.7
Shooting an Elephant,2016,,Short  Biography  Drama            ,6.2
Aa Gale Lag Jaa,1994,,Mystery  Romance            ,4.4
The Swan Princess: A Royal Family Tale,2014 Video,PG,Animation  Adventure  Comedy            ,5.5
Harano Sur,1957,,Drama  Romance            ,7.8
Choudhury Paribar,1998,,Drama  Romance            ,7.8
Farhana,2023,,,6.1
Hum Sab Chor Hain,1995,,Action  Drama  Romance            ,8.2
Jallianwala Bagh,,,Thriller            ,8.5
Golak Bugni Bank Te Batua,2018,UA,Comedy  Drama            ,5.0
Mom and Son,2020–,,Comedy            ,7.9
Dil Bhi Tera Hum Bhi Tere,1960,,Drama  Romance            ,5.8
Jodi Breakers,2012,,Comedy  Musical  Romance            ,6.1
Satyamev Jayate,1987,A,Action  Drama            ,6.6
Gaav Gata Gajali,2017–,,Comedy  Drama  Family            ,7.2
Ek Cute See Love Story,2020–,,Romance            ,5.8
Rasili Bhabi- Ek Night Show,2021,,Drama            ,4.9
Kalyanaraman,2002,,Comedy  Drama            ,7.3
Kedi Billa Killadi Ranga,2013,U,Comedy  Romance            ,8.4
The Dream (Bengali),2022,UA 16+,Sport            ,5.5
Kummatty,1979,,Drama  Fantasy            ,5.1
Kummatty,1979,,Drama  Fantasy            ,5.5
The Rose Villa,2021,UA,Horror  Thriller            ,5.1
Into the Wild with Bear Grylls & Ajay Devgn,2021–,U,Documentary  Reality-TV            ,4.3
Boss 2,I 2017,UA,Action            ,5.8
Udgharsha,2019,,Drama            ,8.0
Tippu,2015,A,Action  Drama  Romance            ,4.3
Beyond the Known World,2017,,Drama            ,5.9
Adhikar,I 1971,U,Drama            ,4.6
Appu,2002,UA,Action  Comedy  Romance            ,7.4
Sasti Dulhan Mahenga Dulha,1986,,Drama            ,5.7
Nallavanukku Nallavan,1984,U,Drama  Romance            ,7.5
The Tiger,2005,,Action  Thriller            ,2.3
Kumari 21F,2018,,Romance            ,8.2
Kay Dyache Bola,2005,U,Comedy            ,7.1
Derma,2019,,Short  Horror            ,3.3
The Sarkari Karyalay,2021–,,Comedy  Drama            ,5.9
Teri Meri Love Stories,2012,PG,Romance            ,5.8
Hemlock Society,2012,,Comedy  Drama  Romance            ,4.8
Dark Horizon: Trash Pickup,2015,,Short            ,5.5
Jeeo Aur Jeene Do,1982,,Action  Drama            ,5.4
Malapilla,1938,U,Drama            ,8.3
Love in India,2009,,Documentary  Drama            ,8.1
Yashoda,1996,U,Drama            ,5.9
Tharagathi Gadhi Daati,2021–,UA,Comedy  Drama  Romance            ,4.0
Kanchivaram,2008,,Drama            ,7.2
47 Days: The Mystery Unfolds,2020,,Drama  Mystery  Thriller            ,4.4
Taut,2022,,Action            ,8.9
Mathilukal,1990,,Drama  Romance            ,6.4
Sila Samayangalil,2016,,Drama            ,5.4
Faraar,1975,U,Action  Crime  Drama            ,6.8
Qayamat,1983,,Action  Crime  Drama            ,7.4
Ramana,I 2002,U,Action  Drama            ,4.4
Boss,2020–,,Romance            ,4.4
The Insiders,2019–,Not Rated,Comedy  Drama            ,4.9
Ratnakar,2019,U,Action  Drama            ,7.7
Kho Kho,2021,U,Drama  Sport            ,4.7
Teri Maang Sitaron Se Bhar Doon,1982,,Family            ,4.9
The Pickup Artist,2019,A,Crime  Mystery  Thriller            ,4.7
Chingaari,2006,,Drama            ,8.8
Bypass Road,2022,,Thriller            ,6.1
Gopi,1970,U,Action  Comedy  Drama            ,6.4
Shiva,2006,A,Action  Crime  Drama            ,5.3
Bigg Boss Malayalam,2018–,12+,Game-Show  Reality-TV            ,6.8
Kaun Sachcha Kaun Jhootha,1997,,Drama  Mystery  Thriller            ,7.1
Bhasad,2021–,18,Comedy  Drama            ,7.0
Nakhashathangal,1986,,Action  Drama            ,5.8
Haathi Ghoda Pal Ki Jai Kanhaiya Lal Ki,2021–2022,U,Drama            ,6.4
Sathihara,2006,UA,Drama  Musical  Romance            ,6.3
Tu Tevha Tashi,2022–,UA,Drama  Romance            ,9.0
Hajari,2020,,Drama            ,8.6
Ajay,2006,U,Action  Drama  Romance            ,10.0
Aalorukkam,2018,U,Drama            ,4.8
Aisi Bhi Kya Jaldi Hai,1996,,Comedy  Romance            ,4.7
Youngistaan,2014,UA,Drama  Romance            ,8.5
Remix,2004–2006,,Romance            ,5.5
Dastak,1996,A,Drama  Romance            ,7.2
Mere Mehboob,1963,,Comedy  Drama  Romance            ,5.6
I See You,2006,,Comedy  Drama  Fantasy            ,5.1
Dishkiyaoon,2014,UA,Action  Thriller            ,8.2
Bey Yaar,2014,,Comedy  Drama  Family            ,5.3
Sakharam Binder,1974,,Drama            ,6.7
Feast of Varanasi,2016,,Crime  Drama  Thriller            ,4.4
Parees,2021–,A,Drama  Thriller            ,6.8
Johnny,2003,U,Action  Drama            ,8.9
Kutumb,2000–2003,12+,Drama            ,5.4
Kaliyil Alpam Karyam,1984,,Romance            ,3.1
Arjun,2008,,Drama            ,6.0
Rakta Bandhan,2003,,Action            ,6.7
MTV Webbed,2013–,16,Documentary  Crime            ,6.2
Mithunam,2012,U,Drama  Family            ,5.2
The Guru,1969,,Comedy            ,9.5
Albela,2001,U,Comedy  Drama  Romance            ,2.3
The Voice (India),2015–2019,PG,Reality-TV            ,6.8
Simple Agi Ondh Love Story,2013,U,Comedy  Romance            ,6.9
Do Minute,2020–,,Drama            ,8.2
Kunwara Paying Guest,2007,A,Drama            ,8.0
Coffee with D,2017,A,Comedy            ,7.7
Paisa,I 2013,,Action  Drama            ,6.6
Brahmarakshas 2 - Phir Jaag Utha Shaitaan,2020–2021,UA,Drama  Family  Horror            ,3.7
Masoom,1996,,Action  Comedy  Thriller            ,5.8
Manalane Mangayin Bhagyam,1957,U,Action            ,6.1
Mohanlal,2018,U,Comedy            ,8.5
Dada,1979,,Action  Drama  Family            ,4.7
Muqaddar Ka Badshaah,1990,,Action            ,5.1
Khule-Aam,1992,,Action            ,7.8
Bestsellers: Ek Shaam Ki Mulakaat,1999–2000,,Thriller            ,5.1
Guru,I 1989,A,Crime            ,7.5
Terrace 13B Case,2022,,Crime  Drama  Horror            ,6.6
MTV Ace of Space,2018–,,Reality-TV            ,6.7
Santhoshathil Kalavaram,2018,,Horror  Thriller            ,6.2
Dhananjay,2017,A,Drama            ,6.3
Rati Chakravyuh,2013,,Drama            ,4.2
Special Operations: India Surgical Strike,2018 TV Movie,,Documentary            ,6.6
Eeshwar,2002,U,Action  Drama  Romance            ,5.5
Rupinder Gandhi the Gangster..?,2015,UA,Action            ,8.1
Sulabh Sauchalaya,2022–,,Drama            ,9.0
Gaddaar,1973,,Crime            ,8.3
Khel Khilari Ka,1977,U,Action  Thriller            ,5.6
Lohardaga,2019,UA,Drama            ,6.2
Myna,2013,,Romance            ,6.9
Paadipantalu,1976,U,Drama  Family            ,4.8
Guduputani,2021,UA,Comedy            ,8.3
O Pitta Katha,2020,U,Drama  Thriller            ,8.0
Tarkieb,2000,A,Mystery  Thriller            ,3.9
Thirunaal,2016,UA,Action  Drama  Romance            ,6.5
Ready,II 2008,,Action  Comedy            ,3.5
Charitraheen,1974,,Drama  Family            ,6.5
Jatt Boys Putt Jattan De,2013,UA,Action  Comedy  Romance            ,6.4
Rape,2021,,Short  Crime  Drama            ,8.8
Deewana Mujh Sa Nahin,1990,,Romance  Comedy  Drama            ,4.7
Thiruttu Payale,2006,UA,Crime  Drama  Thriller            ,6.3
"My Father, Godfather",2016 TV Movie,UA,Comedy  Romance            ,7.1
Junga,2018,U,Action  Comedy            ,6.6
Phandebaaz,1978,,Action  Comedy            ,6.7
Besh Korechi Prem Korechi,2015,,Action  Romance            ,5.7
Phoonk 2,2010,A,Drama  Horror  Mystery            ,5.7
Mithya,2008,UA,Comedy  Crime  Thriller            ,4.6
John Day,2013,A,Action  Crime  Drama            ,5.6
Maa Oori Polimera,I 2021,A,Thriller            ,5.0
Katakuti,2022,A,Crime  Thriller            ,6.2
Feet up with the stars,2018–,,Talk-Show            ,7.0
Purani Jeans,2014,UA,Drama  Romance            ,7.4
Vettai,2012,U,Action            ,7.4
Am Aha,2022,UA,Comedy  Drama  Thriller            ,6.6
Srivari Sobhanam,1985,,Comedy            ,7.8
Savarkhed: Ek Gaav,2004,,Crime  Drama  Thriller            ,6.9
Kalaignan,1993,,Action  Drama  Thriller            ,4.5
Chota Mumbai,2007,UA,Action  Comedy  Crime            ,9.4
Raani,2021,,Drama  Thriller            ,5.3
Humble Politiciann Nograj,2022–,UA 16+,Comedy            ,4.3
4 Thieves,2020–,,Comedy  Thriller            ,6.3
Sanjog,1972,,Comedy  Drama  Family            ,5.8
Always Kabhi Kabhi,2011,,Comedy  Crime  Drama            ,6.5
Bandbudh Aur Budbak,2015–,,Animation  Comedy            ,5.4
Shankardada Zindabad,2007,U,Comedy            ,7.0
Paying Guests,2009,,Comedy  Drama            ,7.0
Banjara: The truck driver,2018,UA,Drama  Romance            ,5.8
Grahasti,1963,,Drama  Family            ,5.9
Dwarkadhish - Kingdom of Krishna,2019 TV Special,,Documentary            ,7.2
Natkhat,2020,,Short  Drama            ,7.6
Laali,2022,,Short  Drama  Romance            ,7.9
Ek Mahanayak - Dr B R Ambedkar,2019–,U,Drama            ,7.1
Secrets of Sinauli: Discovery of the Century,2021,Not Rated,Documentary  History            ,3.8
Odela Railway Station,2022,A,Action  Romance            ,5.6
Beyhadh,2016–2017,UA,Drama  Romance  Thriller            ,4.4
Sin,2020–,A,Crime  Drama  Mystery            ,6.2
Om Namo Venkatesaya,2017,U,Biography  Fantasy            ,3.2
Singam 3,2017,U,Action  Crime  Thriller            ,8.5
Shemale,2019–,,Drama            ,4.6
Dev DD,2017–,A,Drama  Romance            ,5.9
Ek Hi Raasta,1993,A,Action            ,6.6
Chaavu Kaburu Challaga,2021,UA,Comedy            ,6.6
Nagarahavu,2016,UA,Fantasy            ,6.0
Ahankar,1991,,Drama            ,7.8
Flyover,2021,U,Thriller            ,8.1
Veerey Ki Wedding,2018,UA,Comedy  Romance            ,7.2
Ramji Londonwaley,2005,13,Comedy  Drama  Family            ,5.0
Vaalu,2015,U,Comedy  Romance            ,5.3
Kahaani Hamaaray Mahaabhaarat Ki,2008,,Drama            ,6.3
Mr. Brahmachari,2003,Unrated,Comedy  Drama            ,7.5
Hoichoi Unlimited,2018,U,Drama            ,7.4
Neecha Nagar,1946,U,Drama            ,5.8
Chhe: Six,2022,UA 16+,Horror  Thriller            ,6.8
Tumhe Dillagi,2016 Video,,Short  Romance            ,6.9
Neeli Chatri Waale,2014–2016,UA,Comedy  Drama  Family            ,7.0
Salim Langde Pe Mat Ro,1989,UA,Crime  Drama            ,3.4
Shri Datta Darshanam,1985,U,Musical  Drama            ,3.5
Chidiya Ghar,2011–,U,Comedy            ,6.2
The Threshold,2015,,Drama            ,7.0
Aaj Ka Goonda Raaj,1992,U,Action  Thriller            ,6.3
Kaalamellam Kaathiruppen,1997,,Drama  Romance            ,6.6
Wajah,2022–,,Drama            ,5.3
Aindhaam Thalaimurai Sidha Vaidhiya Sigamani,2014,U,Comedy            ,5.7
O.P.160/18 Kakshi: Amminippilla,2019,U,Comedy  Drama  Family            ,7.2
Yamagola,1977,U,Comedy  Fantasy  Romance            ,6.1
Yeh Mohabbat Hai,2002,,Action  Romance            ,5.2
Cheluvi,1992,,Drama            ,6.8
Anandamanandamaye,2004,,Romance            ,4.1
Half Ticket,1962,U,Musical  Comedy  Romance            ,4.4
Tora Tora,2017,U,Comedy  Family  Sci-Fi            ,3.1
Gautam Govinda,1979,,Action  Crime  Drama            ,9.1
Black Rose,I 2020,,Thriller            ,9.0
Maid in India,2016–,,Comedy            ,7.9
Tasher Ghawr,2020 TV Movie,,Drama            ,4.3
Charlie Chaplin,2002,,Comedy            ,6.4
Ghode Ko Jalebi Khilane Le Ja Riya Hoon,2019,A,Drama            ,6.9
Khawto,2016,A,Thriller            ,6.3
Geeta Govinda,2023,,Romance            ,7.8
Surya,2023,,Action  Drama            ,8.2
Amaidhi Padai,1994,,Action  Crime  Drama            ,5.7
Moner Majhe Tumi,2003,,Comedy  Drama            ,6.1
Supermen of Malegaon,2008,,Documentary            ,7.3
Chidiya,2022,,Drama            ,5.5
Parvarrish: Kuchh Khattee Kuchh Meethi,2011–2013,,Drama  Family            ,9.6
Maherchi Sadi,1991,,Family            ,5.6
Veerapandiyapuram,2022,UA,Action  Drama            ,7.4
Aadmi Aur Insaan,1969,,Drama  Romance  Thriller            ,4.9
Molkarin,1963,,,8.0
India Strikes-10 Days,,,Drama  War            ,8.1
Lamhaa: The Untold Story of Kashmir,2010,A,Action  Drama  Thriller            ,7.2
Jiwalagaa,1992,,,8.3
Welcome to Bajrangpur,,,Comedy  Drama            ,8.2
Seethayanam,2022,U,Drama  Thriller            ,6.0
Deya Neya,1963,,Drama            ,7.6
Girgit,2021–,A,Crime  Mystery  Thriller            ,8.2
Kaali Peeli Tales,2021–,UA 16+,Short            ,7.4
Goli Soda,2014,U,Action  Drama            ,9.3
Love Breakups Zindagi,2011,,Comedy  Drama  Romance            ,6.5
Kalaivu (The Rejection),2016,,Short  Drama            ,6.3
Made in Nalbari,2022,U,Drama            ,6.4
Ninaithale Inikkum,1979,U,Musical  Romance            ,6.6
1 by Two,2014,,Thriller            ,8.9
Holy-Water,2022,UA,Short  Adventure            ,4.6
Aa Karaala Ratri,2018,UA,Thriller            ,7.7
Badla,1974,A,Thriller            ,4.4
Back Benchers,2019–,,Comedy  Drama  Game-Show            ,7.2
Jawaab,1985,U,Romance  Thriller            ,6.9
Chowka,2017,UA,Drama  Romance            ,3.5
Appathava Aattaya Pottutanga,2021,U,Comedy  Drama            ,4.7
Naiyaandi,2013,Not Rated,Action  Comedy  Romance            ,7.0
Pratikar,I 1991,,Action  Crime  Drama            ,3.4
Varnyathil Aashanka,2017,U,Comedy            ,8.4
28,2019,,Crime  Drama  Thriller            ,8.6
Patel S.I.R,2017,UA,Action            ,4.7
Jism Aur Kamasutra,2003,,Thriller            ,5.4
Searching for Sheela,2021,16,Documentary  Biography  Crime            ,7.9
Jai shree ram,2019,,Short  Drama            ,4.6
Nedunalvaadai,2019,U,Drama            ,7.9
Onbadhu Roobai Nottu,2007,,Drama            ,5.2
Thai Jashe!,2016,,Drama            ,6.9
Puttintiki Raa Chelli,2004,,Family            ,5.6
Su Su Sudhi Vathmeekam,2015,U,Drama            ,8.2
Nanu Ki Jaanu,2018,UA,Comedy  Drama  Horror            ,5.6
Aanchal,1980,U,Action  Drama  Family            ,7.9
Holi,1984,,Comedy  Drama            ,7.4
Byomkesh Pawrbo,2016,,Mystery  Thriller            ,6.8
Kidaari,2016,UA,Action            ,6.5
Ashok,2006,A,Action            ,5.2
Nayeem Diaries,2021,A,Action            ,2.4
Melting Cheese,2019,18,Crime            ,7.7
Ashta Chamma,2008,U,Comedy            ,7.9
Dariya Dil,1988,,Drama            ,5.6
Shaadi Boys,2016–,16,Comedy  Romance            ,7.6
Udd Jaa Nanhe Dil,2022,,Family            ,5.6
Yes Boss,1999–2009,,Comedy            ,4.8
Gupta Brothers,2021,PG,Comedy  Drama            ,7.4
Bhago Bhoot Aayaa,1985,,Comedy  Horror  Thriller            ,7.6
Once Upon a Time in Bihar,2015,,Thriller            ,6.6
Swabhimaan- Shodh Astitvacha,2021–,,Drama            ,8.0
Mithun,2018,UA,Romance            ,7.7
Varchasva,2022,,Action            ,8.0
Evening Shadows,2018,UA,Drama            ,7.0
Raangi,,,Action            ,7.2
Love and Affairs,2020–,,Romance            ,9.1
Thirumathi Selvam,2007–2013,,Drama            ,7.4
Nadhi,2022,UA,Drama            ,6.4
Maya Bazar,2008,,Drama  Romance            ,4.1
Mynaa,2010,,Action  Romance            ,8.2
Khasagi Putagalu,2022,,Comedy  Drama  Romance            ,4.7
Phir Bhi Na Maane Badtameez Dil,2015,PG,Romance            ,7.2
Aadmi,1993,A,Action  Crime  Drama            ,3.7
Prem Ya Paheli: Chandrakanta,2017–,UA,Adventure  Romance  Thriller            ,6.0
Dil Ne Pukara,1967,,Drama  Romance            ,6.6
Monchuri,2015,,Comedy  Romance            ,7.8
AIB Honest Series,2013–,,Comedy            ,4.0
Filhaal...,2002,,Drama  Romance            ,8.8
Hawayein,2003,(Banned),Drama  Romance            ,7.5
Special: The Mastermind of Mirage Pokémon,2006 TV Movie,,Animation  Action  Adventure            ,8.7
1971: Beyond Borders,2017,,Action  War            ,8.8
Mouna Raagam,2017–,,Drama  Family            ,7.4
FU: Friendship Unlimited,2017,UA,Comedy  Family  Musical            ,4.4
Showtime - A Mocumentry,,,Drama            ,7.8
Dhoni,I 2012,,Drama  Family            ,5.4
Hanuman,1998,,Adventure  Family  Romance            ,8.1
Chameli Ki Shaadi,1986,U,Comedy  Drama  Romance            ,4.9
Thupparivaalan,2017,UA,Action  Crime  Thriller            ,6.7
Duplicate Sholay,2002,,Comedy            ,4.4
Iyarkai,2003,U,Drama  Romance            ,9.9
Shu Thayu,2018,U,Comedy  Drama            ,9.6
Fauladi Mukka,1965,,Action            ,6.8
30 Rojullo Preminchadam Ela,2021,UA,Fantasy  Romance            ,7.0
Ravanasura,2023,,Action  Drama  Thriller            ,7.7
Makal,2022,U,Drama            ,7.9
Shwaas,2004,,Drama            ,6.0
Classroom,2018,UA,Drama            ,6.5
Akayla,1991,U,Action  Drama  Thriller            ,4.7
Thikka,2016,UA,Action  Comedy            ,4.4
Gulacha Ganapati,1953,,Comedy            ,6.8
Aaj Ki Taaza Khabar,1973,U,Comedy            ,5.2
The Shoonyah: Chapter 1 - Blow of the War Horns,2021,,Action            ,9.6
Mighty Raju,2015,,Animation  Action  Sci-Fi            ,7.9
Sultan,1999,U,Family            ,6.8
Bhagwat Geeta,1993,,Drama            ,5.3
Badshah Feat. Warina Hussain: She Move It Like,2018 Music Video,,Music            ,6.8
Katilon Ke Kaatil,1981,,Action  Comedy  Drama            ,6.5
Gulebakavali Katha,1962,U,Musical  Drama  Fantasy            ,6.6
Sheela I Love You,2001,,Thriller            ,7.1
Home Minister,2022,UA,Action  Drama            ,3.6
Mukham,1990,Unrated,Crime  Mystery  Thriller            ,5.8
Chalne Lagi Hai Hawayein,2002,,Short  Romance            ,3.6
Des Pardes,1978,A,Drama  Family            ,5.8
Anjaneya,2003,UA,Action  Crime  Drama            ,7.4
Dil Apna Aur Preet Parai,1960,,Musical  Romance            ,6.5
Conditions Apply,2022,,Short  Drama            ,7.2
Alajh Palajh,2019,,Comedy  Romance            ,7.5
Journey Across India,2007,,Short  Musical  Adventure            ,4.6
Sashi,2021,UA,Romance            ,5.1
Narasimha Naidu,2001,A,Action  Drama            ,9.2
Oru Iyakkunarin Kadhal Diary,2017,,Drama  Romance            ,7.3
Ek Chup,2022,,Short  Drama            ,8.3
Sanyasi,1975,,Comedy  Drama            ,5.8
Adho Andha Paravai Pola,2022,,Action  Thriller            ,6.9
Patang,2011,,Drama            ,6.6
Niyati Chakra,2021,,Short  Mystery  Sci-Fi            ,6.8
Amma Ammayiamma,1998,Unrated,Comedy  Drama            ,6.0
Main Teri Parchhain Hoon,2008–2009,Not Rated,Drama            ,5.1
Dil Hi To Hai,1992,,Drama  Romance            ,6.7
Daivame Kaithozham K. Kumarakanam,2018,U,Comedy            ,6.5
Islamic Exorcist,2017,,Horror            ,8.2
Wanted: Dead or Alive,1984,,Action  Crime  Drama            ,5.7
Punyalan Agarbattis,2013,,Comedy            ,5.3
Rangoli,1989–,,Musical            ,8.3
Ayee Milan Ki Bela,1964,U,Drama  Romance            ,7.8
Kairee,1999,,Drama            ,3.8
#MeToo,2019,,Drama            ,6.9
Bismillah,2022,U,Drama  Music            ,6.3
Khaidi No. 786,1988,U,Action  Drama  Romance            ,7.6
Sweater,I 2019,U,Drama            ,8.5
Kalisundam Raa,2000,U,Drama            ,4.4
Ap04ramapuram,2022,UA,Thriller            ,7.9
Bhobishyoter Bhut,2018,,Comedy  Horror            ,5.3
Khaad,2014,A,Adventure            ,8.7
Dilwale Dulhaniya Le Jayenge,1980,,Romance            ,6.4
Naam Iruvar Namakku Iruvar,2018–,UA 13+,Family            ,5.1
Hannah: Buddhism's Untold Journey,2014,,Documentary  Biography  History            ,7.2
Keeda,2017,,Short  Drama  Family            ,5.4
Mana Museum,2022,,Drama            ,6.0
Pyasi Aurat,1990,,Romance            ,2.8
Sadhna,1993,,Drama            ,6.3
Hyderabad Nawabs 2,2019,,Comedy            ,5.4
Aashirwad,1968,,Drama            ,8.4
Kari Diye Kinlam,1989,,Drama            ,6.3
Ram Asur,2021,UA,Action            ,8.2
Sultaan,2000,,Action  Drama            ,4.6
Varhadi Vajantri,2022,,Comedy            ,5.2
In Custody,1994,U,Comedy  Drama            ,7.6
Paris Paris,,,Comedy  Drama            ,5.7
Thakshak,1999,A,Action  Crime  Drama            ,7.1
Chameli Bhabhi- Mangotv,2020,,Drama            ,8.3
Googly 2,,,Drama            ,7.8
Never Kiss Your Best Friend Lockdown Special,2020–,A,Romance            ,8.2
Police Story,1996,,Drama            ,7.7
Mumbai Se Aaya Mera Dost,2003,,Action  Comedy  Drama            ,5.4
Gud Se Meetha Ishq,2022,,Drama  Romance            ,5.1
U Turn 2,2022,UA,Drama  Horror            ,7.0
Phaansi,1978,U,Action  Drama            ,6.4
Meena,1991–,,Animation  Short  Family            ,4.3
Kalakkachi,2021–2022,,Thriller  Drama            ,6.0
Half Pants Full Pants,,,Drama            ,8.9
Apna Desh,1972,U,Action  Comedy  Drama            ,5.5
Ek Daav Dhobhipachhad,2008,U,Comedy            ,4.5
Pati Patni,1966,,Comedy  Drama  Family            ,6.0
Khatarnak Irade,1987 Video,,Thriller            ,4.4
Mannu Aur Munni Ki Shaadi,,,Comedy            ,7.6
Ninaithathai Mudippavan,1975,,Action            ,4.6
Mohabbat,1985,,Romance            ,4.8
Thank you for coming,,,Comedy            ,4.6
Albert Pinto Ko Gussa Kyon Ata Hai,1980,,Comedy  Drama  Romance            ,6.6
3 AM: A Paranormal Experience,2014,,Horror  Romance            ,8.2
Bhamara,2022–,,Comedy            ,7.1
Ashi Hi Aashiqui,2019,UA,Romance            ,5.4
Jaal,1952,,Crime  Thriller            ,8.2
Grahasthi,2017,,Drama            ,3.5
Pyasa Jism,2003,,Thriller            ,6.8
Mail,2021,U,Drama            ,6.7
Aakashaganga II,2019,UA,Horror            ,2.5
Queen of Sajjangarh,2021,,Horror            ,7.7
Shab,2017,,Drama  Romance            ,6.8
12 B,2001,U,Drama  Fantasy  Romance            ,7.0
Tabaahi,1993,,Action  Crime  Drama            ,8.5
Hara Hara Mahadevaki,2017,A,Comedy  Romance            ,7.0
Mahal,1970,U,Crime  Mystery  Romance            ,4.0
Lines,2021,U,Drama            ,6.9
Kodiveeran,2017,UA,Action  Drama            ,6.9
Jekhane Bhooter Bhoy,2012,U,Adventure            ,4.4
Abbara,2022,UA,,7.8
The Last Resort,2021,,Thriller            ,8.9
Udumb,2021,UA,Thriller            ,6.2
Professor Dinkan,,,Comedy            ,8.5
Thalai Nagaram,2006,,Family            ,7.3
Johnny Johnny Yes Papa,2018,UA,Comedy            ,7.2
Manikbabur Megh,2021,,Drama  Fantasy            ,7.4
Undga,2017,,Drama            ,7.9
Vanyam,2016,A,Crime  Drama            ,3.9
Kohinoor,1960,,Action  Adventure  Comedy            ,9.1
Vishnu,1995,,Action  Drama  Romance            ,6.8
Pavitra Bandhan: Do Dilon Ka,2013–2016,,Drama            ,5.2
Aafat,2019–,18,Comedy  Drama            ,3.8
Tahaan,2008,,Drama            ,6.2
The Last Lear,2007,UA,Drama            ,8.3
Ravana Lanka,2021,UA,Action  Crime  Thriller            ,6.1
Kalavani,2010,U,Comedy            ,7.4
Ishq Forever,2016,,Romance            ,5.1
Be-Imaan,1972,,Drama  Family            ,8.7
Deewaar: Let's Bring Our Heroes Home,2004,,Action  Drama  Thriller            ,7.0
Vishwanath,1978,,Action  Mystery  Thriller            ,4.8
Fakta Ladh Mhana,2011,,Action  Drama  Thriller            ,10.0
Malayathi Pennu,1989,Unrated,Drama  Romance            ,6.4
That Sunday,2015,,Short  Drama            ,6.9
College Kumar,2017,U,Comedy            ,5.8
No Entry: Pudhe Dhoka Aahey,2012,,Comedy            ,8.4
Gubbi Mele Brahmastra,2019,,Comedy            ,6.1
Mannan,1992,,Action  Comedy  Drama            ,8.2
Dil Diya Hai,2006,A,Drama  Romance  Thriller            ,6.5
Vellipomakey,2017,,Romance            ,8.0
Cash on Delivery,2017,,Thriller            ,7.4
Anurodh,1977,,Drama  Family            ,7.1
Bale Pandiya,1962,,Comedy  Romance            ,3.4
Jhilli (Discards),2021,A,Drama            ,7.0
Sanjhbati,2019,U,Drama            ,7.3
Bachelor Party,2012,,Action  Crime  Thriller            ,5.9
Shadow,I 2013,,Action  Crime  Drama            ,7.3
Asli-Naqli,1962,,Drama  Musical  Romance            ,4.2
Kaka: Kale Je Libaas,2020 Music Video,,Music            ,5.4
Crime World,I 2022–,,Crime            ,3.8
Bebaak,2019,,Short  Drama            ,6.6
Kavach... Kaali Shaktiyon Se,2016–2019,UA,Fantasy  Thriller            ,6.0
"Life, Death and Reincarnation",2016–,,Documentary            ,5.6
Ladka Ladki,1966,,Comedy            ,3.7
Halfpace,2021,,Thriller            ,7.8
Shagird,1967,U,Comedy  Musical  Romance            ,6.9
Kanithan,2016,U,Action  Thriller            ,7.3
Golgappe,2020,,Comedy            ,3.5
Maa Shakti,,Not Rated,History            ,9.3
61 No Gorpar Lane,2017,U,Drama            ,8.0
Kesariya,,,,5.9
Bharatham,1991,U,Drama  Musical            ,8.2
Gudumba Shankar,2004,U,Action  Comedy  Drama            ,4.2
Bestie,I 2022,UA,Romance  Thriller            ,5.5
Sindhanai Sei,2009,,Action  Crime  Drama            ,3.8
In Harihar Nagar,1990,UA,Comedy  Crime  Mystery            ,5.4
My Birthday Song,2018,A,Thriller            ,6.5
Judaai,1980,,Family  Drama            ,6.1
Sivi,2007,,Horror  Thriller            ,5.7
Fireman,2015,U,Action  Adventure  Thriller            ,4.3
Kasturi,2021,,Short  Drama  Thriller            ,7.3
Lal Salaam,2002,,Action  Drama            ,6.4
Bhaskar Oru Rascal,2018,UA,Action  Comedy  Drama            ,8.2
Aur Bhai Kya Chal Raha Hai,2021–,UA,Comedy            ,5.4
Agniphera,2017–,UA,Drama            ,7.0
Naked,IV 2017,,Short  Drama            ,6.2
Lakadbaggha,2022,,Action            ,7.3
King,2008,,Action  Comedy  Crime            ,7.2
Biscoth,2020,U,Comedy            ,7.5
Aashiq,2001,A,Action  Drama  Romance            ,3.1
Aadhaar,2022,UA,Drama            ,7.5
Singam 2,2013,U,Action  Crime  Thriller            ,6.2
